Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.121.01.A,MAG LOCK PLATE,,14.0,50.0,700.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.122.01.A,KEY STATION MOUNTING  PLATE,,6.0,65.0,390.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.123.01.A,HMI Arm Mount,,1.0,198.0,198.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.124.01.A,Door Support,,28.0,88.0,2464.0,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.124.02.A,Clear Polycarb Panel Door  5  1006x944,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.124.03.A,Clear Polycarb Panel Door  5  1051x944,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.124.04.A,Clear Polycarb Panel Door  6  1006x1212,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.124.05.A,Clear Polycarb Panel Door  6  1051x1212,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.125.02.A,Clear Polycarb Panel Door  7  722x1097,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.125.03.A,Clear Polycarb Panel Door  8  722x1214,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.126.02.A,Clear Polycarb Panel Door  9  515x1097,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.126.03.A,Clear Polycarb Panel Door  9  560 x1097,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.126.04.A,Clear Polycarb Panel Door  10  515x1214,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.126.05.A,Clear Polycarb Panel Door  10  560x1214,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.127.02.A,Clear Polycarb Panel Door  11  765x947,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.127.03.A,Clear Polycarb Panel Door  11  810x947,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.127.04.A,Clear Polycarb Panel Door  12  765x1214,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.127.05.A,Clear Polycarb Panel Door  12  810x1214,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.128.02.A,Clear Polycarb Panel Door  13  536x1097,,1.0,49.48,49.48,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.128.03.A,Clear Polycarb Panel Door  14  536x1214,,1.0,49.48,49.48,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.130.01.B,NIP SIDE PLATE REV B,,6.0,311.17,1867.02,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.130.02.B,Nip Support Bar,,10.0,147.3,1473.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.03.A,Drive Bearing Base,,10.0,66.15,661.5,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.04.A,Drive Bearing Cap,,10.0,56.75,567.5,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.05.A,Idler Bearing Mount,,10.0,194.4,1944.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.06.A,Cylinder Mount Plate,,10.0,80.45,804.5,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.130.07.B,Lower Nip Support Strut,,5.0,369.8,1849.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.08.A,Nip Adjustment Block,,10.0,88.9,889.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.09.A,Nip Pivot Block,,10.0,49.2,492.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.10.A,Adj Side Frame Mount,,10.0,109.8,1098.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.130.11.A,Pivot Side Frame Mount,,10.0,85.35,853.5,
Purchase Order,2023-07-19,55001.0,Xometry,GF12.131.03.A,Nip Segment Core - No Rubber,,33.0,124.91,4122.03,
Purchase Order,2023-07-17,54996.0,Xometry,GF12.132.01.A,Solid Driven Nip Roller,,5.0,1878.37,9391.849999999999,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.133.01.A,Gear Box Mounting Plate,,5.0,100.95,504.75,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.133.02.A,Gear Box Stand Off,,10.0,58.3,583.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.140.02.A,Slit Knife Linear Rod Bracket,,2.0,168.0,336.0,
Purchase Order,2023-10-03,55179.0,Frontier Machining LLC,GF12.140.02.B,Slit Knife Linear Rod Bracket,,2.0,150.3,300.6,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.140.03.A,Slit Knife Cylinder Mount  Plate,,1.0,78.5,78.5,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.140.04.A,Slit Knife Cylinder  Adjustment Plate,,1.0,162.5,162.5,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.140.05.A,Slit Knife Holder,,1.0,155.0,155.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.140.07.A,Slit Knife Base,,1.0,78.0,78.0,
Purchase Order,2023-08-23,55091.0,Big Sky Energy Eq. Inc,GF12.141.01.B,"Slit Knife Handwheel Shaft REV B, Material by Nuline, Labor only",,1.0,98.75,98.75,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.01.A,Lower Panel 1 (1748x584),,1.0,180.0,180.0,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.150.02.A,Lower Panel 2 (1748x731),,1.0,206.0,206.0,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.03.A,Lower Panel 3 (366x731),,4.0,55.0,220.0,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.04.A,Lower Panel 4 (797x731),,2.0,112.0,224.0,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.05.A,Lower Panel 5 (766x731),,2.0,112.0,224.0,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.06.A,Lower Panel 6 (1726x731),,2.0,135.22,270.44,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.150.07.A,Lower Panel 7 (612x731),,2.0,112.3,224.6,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.150.08.A,End Clear Panel Guard,,1.0,204.0,204.0,
Purchase Order,2023-10-11,55204.0,Frontier Machining LLC,GF12.160.01.B,"AIR PREP MOUNT PLATE, REV B",,1.0,104.15,104.15,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.210.02.B,Lower Dancer-Nip Guard,,0.0,180.0,0.0,
Purchase Order,2023-09-27,55166.0,"Curbell Plastics, Inc.",GF12.210.02.B,Lower Dancer-Nip Guard,,1.0,186.75,186.75,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.210.03.B,Center Dancer-Nip Guard,,0.0,187.55,0.0,
Purchase Order,2023-09-27,55166.0,"Curbell Plastics, Inc.",GF12.210.03.B,Center Dancer-Nip Guard,,1.0,246.75,246.75,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.210.04.B,Upper Dancer-Nip Guard,,0.0,170.0,0.0,
Purchase Order,2023-09-27,55166.0,"Curbell Plastics, Inc.",GF12.210.04.B,Upper Dancer-Nip Guard,,1.0,226.67,226.67,
Purchase Order,2023-09-19,55158.0,Professional Plastics,GF12.210.06.A,THIN WALL TOP GUARD 2,,1.0,0.0,0.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.211.01.B,Unwind Rail Plate,,12.0,45.25,543.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.212.01.A,Edge Guide Actuator Mount,,2.0,118.95,237.9,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.212.02.A,Edge Guide Actuator Spacer,,4.0,60.75,243.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.213.01.A,Sensor Mount,,2.0,80.35,160.7,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.213.02.A,Sensor Mount Plate,,2.0,65.7,131.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.215.01.A,Unwind Roller Upper Bracket,,4.0,101.6,406.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.215.02.A,Unwind Roller Clamp,,4.0,73.25,293.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.01.C,Dancer Arm Rev C,,4.0,139.95,559.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.02.A,Dancer Arm Clamp,,4.0,56.05,224.2,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.03.A,Clevis Mount,,16.0,54.8,876.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.05.A,Tension Cylinder Spacer,,4.0,52.1,208.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.06.A,Dancer Roller Bracket,,6.0,58.1,348.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.216.07.A,Single Roller Bracket Clamp,,4.0,43.95,175.8,
Purchase Order,2023-08-03,55029.0,Bemox LLC,GF12.220.01.A,UNWIND BASE PLATE,,2.0,1185.0,2370.0,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.220.02.A,Unwind Side,,4.0,608.75,2435.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.220.03.A,Unwind Gusset,,8.0,206.95,1655.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.220.04.A,Gearbox Spacer Flange,,2.0,393.75,787.5,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.220.05.A,Gearbox Spacer Block,,2.0,573.4,1146.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.221.01.A,Roller Bracket,,4.0,62.8,251.2,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.222.01.A,Roller Bracket Long,,4.0,76.5,306.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.223.01.A,LASER SENSOR MOUNT PLATE,,2.0,85.4,170.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.223.02.A,LASER SENSOR MOUNT BLOCK,,2.0,90.2,180.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.223.02.B,LASER SENSOR MOUNT BLOCK,,2.0,90.2,180.4,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.230.01.A,NIP SIDE PLATE,,4.0,356.75,1427.0,
Purchase Order,2023-07-17,54996.0,Xometry,GF12.231.01.A,Solid Idler Nip Roller,,2.0,1977.23,3954.46,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.241.01.A,Mounting Plate,,4.0,79.6,318.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.241.02.A,Dual Lead Screw Mount,,2.0,161.05,322.1,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.241.03.A,Bearing End Plate,,6.0,55.2,331.20000000000005,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.241.04.A,Cam Mount,,4.0,61.05,244.2,
Purchase Order,2023-08-03,55029.0,Bemox LLC,GF12.241.05.A,LINEAR RAIL MOUNT,,2.0,365.5,731.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.241.06.A,Handwheel Bearing Plate,,2.0,80.9,161.8,
Purchase Order,2023-08-23,55091.0,Big Sky Energy Eq. Inc,GF12.242.01.A,"Punch Handwheel Shaft, Material by Nuline, labor only",,2.0,55.25,110.5,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.242.02.A,Punch Handwheel Plate,,1.0,188.95,188.95,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.01.A,Bearing Plate Punch,,2.0,150.5,301.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.02.A,Cylinder Mount,,2.0,269.6,539.2,
Purchase Order,2023-08-03,55030.0,Xometry,GF12.243.04.A,Punch Support Gusset,,4.0,77.76,311.04,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.05.A,Thread Adaptor,,2.0,85.3,170.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.06.A,Punch Clamp Thread Adaptor,,4.0,84.85,339.4,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.07.A,Hold Down Plate,,2.0,68.15,136.3,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.08.A,Hold Down Plate Mount,,4.0,67.0,268.0,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.243.09.A,Bearing Plate Lead Screw Mount,,2.0,68.4,136.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.244.01.A,Bearing Plate-Anvil,,2.0,150.15,300.3,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.244.02.A,Anvil Base,,2.0,268.95,537.9,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.244.03.A,Insert - 1.65 Inch,,2.0,63.55,127.1,
Purchase Order,2023-08-03,55030.0,Xometry,GF12.244.04.A,Anvil Support Gusset,,4.0,78.97,315.88,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.245.01.A,Offset Plate,,2.0,76.35,152.7,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.245.02.A,Offset Lead Screw Bearing Plate,,2.0,65.35,130.7,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.245.03.A,Punch Slider,,2.0,100.0,200.0,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.250.01.B,Compensator Side Plate,,2.0,702.9,1405.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.03.A,Ball Screw Nut Mount,,2.0,152.8,305.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.04.A,Gearbox Mount Plate R,,1.0,102.92,102.92,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.05.A,Gearbox Mount Plate L,,1.0,102.9,102.9,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.06.A,Lower Bearing Mount,,2.0,107.8,215.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.07.A,Upper Bearing Mount,,2.0,85.9,171.8,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.09.A,Compensator Upper Bearing Mount Plate L,,1.0,99.6,99.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.250.10.A,Compensator Upper Bearing Mount Plate R,,1.0,99.6,99.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.251.01.A,Unwind Roller Upper Bracket,,2.0,98.8,197.6,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.251.02.A,Unwind Roller Clamp,,2.0,62.95,125.9,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.252.01.A,Compensator Arm,,2.0,169.25,338.5,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.252.02.A,Dancer Clamp,,2.0,54.6,109.2,
Purchase Order,2023-07-26,55015.0,Frontier Machining LLC,GF12.253.02.A,Handwheel Plate,,2.0,91.05,182.1,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.253.03.A,Guard Slide,,7.0,48.0,336.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.253.04.A,Friction Pad,,13.0,45.0,585.0,
Purchase Order,2023-08-07,55032.0,Big Sky Energy Eq. Inc,GF12.253.05.A,Unguided Guard Slide,,6.0,45.0,270.0,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.260.01.A,Clear Polycarb Panel Door 3/4 676x1098,,2.0,49.48,98.96,
Purchase Order,2023-09-19,55157.0,Professional Plastics,GF12.270.01.A,Clear Polycarb Panel Door 1/2 310x2030,,2.0,49.48,98.96,
Purchase Order,2023-09-19,55156.0,Professional Plastics,GF12.290.01.A,Unwind Clear Panel,,2.0,112.0,224.0,
Purchase Order,2023-08-03,55029.0,Bemox LLC,GF12.310.01.A,SPOUT BOWL RAIL PLATE,,2.0,413.5,827.0,
Purchase Order,2023-06-07,54923.0,Big Sky Energy Eq. Inc,GF12.311.01.A,M12 BRX MOUNT PLATE With M16 for leveling foot,,22.0,38.5,847.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.01.A,Diverter Actuator Plate,,2.0,192.0,384.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.331.02.A,Diverter Housing,,2.0,120.21,240.42,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.03.A,Spout Diverter Deadnest,,4.0,141.0,564.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.04.A,Diverter Stop,,2.0,514.0,1028.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.331.05.A,Diverter Tray A-Side,,2.0,73.96,147.92,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.331.06.A,Diverter Tray B-Side,,2.0,73.96,147.92,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.07.A,Diverter Base,,2.0,312.0,624.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.08.A,Diverter Back,,2.0,354.0,708.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.331.09.A,Diverter Housing Mount,,2.0,142.0,284.0,
Purchase Order,2023-09-20,55160.0,Professional Plastics,GF12.331.10.A,Diverter Guard,,0.0,500.0,0.0,
Purchase Order,2023-09-27,55166.0,"Curbell Plastics, Inc.",GF12.331.10.A,Diverter Guard,,1.0,333.5,333.5,
Purchase Order,2023-08-23,55095.0,Xometry,GF12.332.01.A,SPOUT RAIL BRACKET,,13.0,37.89,492.57,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.332.02.A,Spout A-Side Rail 1,,2.0,62.17,124.34,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.332.03.A,Spout A-Side Rail 2,,2.0,61.67,123.34,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.332.04.A,Spout Rail-Center,,4.0,41.74,166.96,
Purchase Order,2023-08-23,55095.0,Xometry,GF12.332.07.A,EXTRUSION BRACKET,,16.0,27.97,447.52,
Purchase Order,2023-08-23,55095.0,Xometry,GF12.332.08.A,CONVEYOR BRACKET,,32.0,26.98,863.36,
Purchase Order,2023-08-23,55095.0,Xometry,GF12.332.09.A,FIBER OPTIC BLOCK,,8.0,45.87,366.96,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.333.02.A,Spout B-Side Rail 1,,2.0,64.5,129.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.333.03.A,Spout B-Side Rail 2,,2.0,63.92,127.84,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.334.01.A,Spout Pre-Diverter Rail,,2.0,65.08,130.16,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.341.01.A,SPOUT CROSSWEB RAIL PLATE,,4.0,207.0,828.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.341.02.A,"CAP, SPOUT LEAD SCREW PLATE",,3.0,280.0,840.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.341.03.A,"CAP, SPOUT LEAD SCREW END PLATE",,3.0,186.0,558.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.341.04.A,GEARSHAFT SUPPORT  BLOCK,,2.0,199.0,398.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.341.05.B,SPOUT STATION SIDE PLATE,,2.0,472.0,944.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.342.01.A,CYLINDER MOUNT PLATE -  UPPER,,2.0,380.0,760.0,
Purchase Order,2023-08-23,55093.0,Big Sky Energy Eq. Inc,GF12.342.02.A,Spout Seal Head,,2.0,165.0,330.0,
Purchase Order,2023-08-24,55100.0,Bemox LLC,GF12.342.03.A,P1B Spout Pilot,,2.0,142.25,284.5,
Purchase Order,2023-08-24,55100.0,Bemox LLC,GF12.342.04.A,P1L Spout Pilot,,2.0,142.25,284.5,
Purchase Order,2023-08-23,55093.0,Big Sky Energy Eq. Inc,GF12.342.06.A,SEAL MOUNT PLATE LOWER,,2.0,63.5,127.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.342.12.A,TEFLON HOLDER - SHORT,,4.0,33.23,132.92,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.342.13.A,TEFLON HOLDER - LONG,,4.0,33.44,133.76,
Purchase Order,2023-08-23,55095.0,Xometry,GF12.342.14.A,SPOUT LEAD NUT BLOCK,,8.0,57.74,461.92,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.343.01.A,CYLINDER MOUNT PLATE -  LOWER,,2.0,371.0,742.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.343.02.A,LIFTER BASE - A SIDE,,1.0,437.0,437.0,
Purchase Order,2023-08-23,55093.0,Big Sky Energy Eq. Inc,GF12.343.04.B,LIFT ANVIL,,2.0,100.0,200.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.343.08.B,SHUTTLE WEB GUARD - A  SIDE,,1.0,188.7,188.7,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.343.09.A,SPOUT ESCAPEMENT FINGER  1,,2.0,60.91,121.82,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.343.10.A,SPOUT A SIDE ESCAPEMENT  FINGER 2,,1.0,118.77,118.77,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.343.13.B,GRIPPER RAIL - A SIDE,,1.0,122.27,122.27,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.344.02.A,LIFTER BASE - B SIDE,,1.0,437.0,437.0,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.344.08.B,SHUTTLE WEB GUARD - B  SIDE,,1.0,189.3,189.3,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.344.10.A,SPOUT B SIDE ESCAPEMENT  FINGER 2,,1.0,119.07,119.07,
Purchase Order,2023-08-23,55092.0,WescoBHT Manufacturing,GF12.344.13.B,GRIPPER RAIL - B SIDE,,1.0,122.27,122.27,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.345.01.A,GEARED HANDWHEEL  PLATE,,3.0,186.0,558.0,
Purchase Order,2023-08-23,55091.0,Big Sky Energy Eq. Inc,GF12.345.03.A,"Driven Gearshaft, Material by Nuline, Labor only",,3.0,43.25,129.75,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.346.01.A,CROSSWEB DUAL  HANDWHEEL PLATE,,2.0,232.0,464.0,
Purchase Order,2023-08-23,55091.0,Big Sky Energy Eq. Inc,GF12.346.02.A,"Crossweb Handwheel Shaft, Material by Nuline, Labor only",,4.0,30.5,122.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.346.03.A,CROSSWEB EXTENSION  PLATE,,2.0,211.0,422.0,
Purchase Order,2023-08-24,55101.0,Detailed Machining Inc.,GF12.346.04.A,EXTENSION PLATE SPACER,,6.0,89.0,534.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.411.01.A,LINEAR BEARING BLOCK,,34.0,56.35,1915.9,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.411.02.A,SIDE SEAL SIDE PLATE L,,6.0,183.17,1099.02,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.411.03.A,SIDE SEAL SIDE PLATE R,,6.0,183.17,1099.02,
Purchase Order,2023-08-09,55041.0,Bemox LLC,GF12.411.04.A,SIDE SEAL CASSETTE STRUT,,6.0,163.67,982.02,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.412.02.A,SEAL BAR GEARBOX PLATE,,8.0,68.65,549.2,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.412.03.A,SMALL GEARBOX OFFSET BLOCK,,16.0,21.95,351.2,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.412.04.A,LARGE GEARBOX OFFSET BLOCK,,8.0,74.85,598.8,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.412.05.B,CRANKSHAFT BEARING MOUNT PLATE,,16.0,32.3,516.8,
Purchase Order,2023-07-20,55003.0,Xometry,GF12.413.01.A,Lower Side Seal Bar,,3.0,285.84,857.52,
Purchase Order,2023-07-20,55003.0,Xometry,GF12.413.02.A,SIDE SEAL MID BAR,,6.0,146.12,876.72,
Purchase Order,2023-07-20,55003.0,Xometry,GF12.413.03.A,SIDE SEAL DIE CAP,,6.0,201.45,1208.6999999999998,
Purchase Order,2023-08-11,55053.0,Xometry,GF12.413.04.A,SIDE SEAL MOUNTING TUBE,,6.0,402.88,2417.2799999999997,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.414.01.A,CRANKSHAFT BLOCK,,18.0,136.5,2457.0,
Purchase Order,2023-09-27,55173.0,Frontier Machining LLC,GF12.414.01.B,"CRANKSHAFT BLOCK, REV B",,16.0,123.75,1980.0,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.414.02.A,LINEAR SHAFT CLAMP,,18.0,96.1,1729.8,
Purchase Order,2023-09-27,55173.0,Frontier Machining LLC,GF12.414.02.B,"LINEAR SHAFT CLAMP, REV B",,16.0,84.95,1359.2,
Purchase Order,2023-08-02,55025.0,Frontier Machining LLC,GF12.415.01.B,RUNNER BLOCK PLATE,,24.0,45.8,1099.1999999999998,
Purchase Order,2023-10-11,55203.0,Frontier Machining LLC,GF12.416.02.A,TEFLON ROLL CLAMP,,32.0,45.6,1459.2,
Purchase Order,2023-10-11,55203.0,Frontier Machining LLC,GF12.416.03.A,TEFLON ROLL BRACKET,,32.0,25.35,811.2,
